N;Название;Размер;Картинка;Длит-ть;http;torrent
5836;Четыре листа фанеры;1147.150.336;704x528;01:19:43;https://film.arjlover.net/film/chetyre.lista.fanery.avi;https://film.arjlover.net/torrents/chetyre.lista.fanery.avi.torrent
5837;Четыре страницы одной молодой жизни;798.478.360;640x480;01:19:32;https://film.arjlover.net/film/chetyre.stranicy.odnoj.molodoj.zhizni.avi;https://film.arjlover.net/torrents/chetyre.stranicy.odnoj.molodoj.zhizni.avi.torrent
5838;"Чехов и Ко (01/10). ""Забыл"", ""Святая простота"", Гость""";377.059.268;700x564;00:43:52;https://film.arjlover.net/film/chehov.i.ko.01.avi;https://film.arjlover.net/torrents/chehov.i.ko.01.avi.torrent
5839;"Чехов и Ко (02/10). ""Писатель"", ""Супруга"", ""В пансионе""";372.378.356;708x564;00:40:30;https://film.arjlover.net/film/chehov.i.ko.02.avi;https://film.arjlover.net/torrents/chehov.i.ko.02.avi.torrent
5840;"Чехов и Ко (03/10). ""Жених и папенька"", ""Неосторожность"", ""Хороший конец""";419.074.162;708x564;00:45:35;https://film.arjlover.net/film/chehov.i.ko.03.avi;https://film.arjlover.net/torrents/chehov.i.ko.03.avi.torrent
5841;"Чехов и Ко (04/10). ""От нечего делать"", ""Дорогая собака"", ""Хористка""";352.735.322;700x564;00:41:01;https://film.arjlover.net/film/chehov.i.ko.04.avi;https://film.arjlover.net/torrents/chehov.i.ko.04.avi.torrent
5842;"Чехов и Ко (05/10). ""Дипломат"", ""Папаша"", ""Перпетуум-мобиле""";397.369.436;700x564;00:46:12;https://film.arjlover.net/film/chehov.i.ko.05.avi;https://film.arjlover.net/torrents/chehov.i.ko.05.avi.torrent
5843;"Чехов и Ко (06/10). ""Тапер"", ""Актерская гибель"", ""На чужбине""";388.217.046;700x564;00:45:09;https://film.arjlover.net/film/chehov.i.ko.06.avi;https://film.arjlover.net/torrents/chehov.i.ko.06.avi.torrent
5844;"Чехов и Ко (07/10). ""Невидимые миру слёзы"", ""Живая хронология"", ""Свистуны""";377.575.430;700x564;00:43:54;https://film.arjlover.net/film/chehov.i.ko.07.avi;https://film.arjlover.net/torrents/chehov.i.ko.07.avi.torrent
5845;"Чехов и Ко (08/10). ""Безнадёжный"". ""Длинный язык"", ""Тина""";452.695.000;696x564;00:52:39;https://film.arjlover.net/film/chehov.i.ko.08.avi;https://film.arjlover.net/torrents/chehov.i.ko.08.avi.torrent
5846;"Чехов и Ко (09/10). ""Рассказ госпожи NN"", ""Житейские невзгоды"", ""Мыслитель""";386.914.060;696x564;00:44:59;https://film.arjlover.net/film/chehov.i.ko.09.avi;https://film.arjlover.net/torrents/chehov.i.ko.09.avi.torrent
5847;"Чехов и Ко (10/10). ""Пассажир 1-го класса"", ""Месть женщины"", ""Сирена""";415.785.378;696x564;00:48:20;https://film.arjlover.net/film/chehov.i.ko.10.avi;https://film.arjlover.net/torrents/chehov.i.ko.10.avi.torrent
5848;Чеховские страницы (1/2);556.388.352;704x544;01:02:29;https://film.arjlover.net/film/chehovskie.stranicy.1.avi;https://film.arjlover.net/torrents/chehovskie.stranicy.1.avi.torrent
5849;Чеховские страницы (2/2);587.964.416;704x544;01:06:01;https://film.arjlover.net/film/chehovskie.stranicy.2.avi;https://film.arjlover.net/torrents/chehovskie.stranicy.2.avi.torrent
5850;Чеховы 1987г.;237.976.284;640x480;00:19:22;https://film.arjlover.net/film/chehovy.1987.avi;https://film.arjlover.net/torrents/chehovy.1987.avi.torrent
5851;Чёрная берёза (1/2);1119.879.382;720x352;01:07:54;https://film.arjlover.net/film/chernaja.bereza.1.avi;https://film.arjlover.net/torrents/chernaja.bereza.1.avi.torrent
5852;Чёрная берёза (2/2);1139.312.508;720x352;01:09:05;https://film.arjlover.net/film/chernaja.bereza.2.avi;https://film.arjlover.net/torrents/chernaja.bereza.2.avi.torrent
5853;Чёрная роза - эмблема печали, красная роза - эмблема любви (1/2);1045.362.124;720x540;01:00:53;https://film.arjlover.net/film/chernaja.roza.emblema.pechali.krasnaja.roza.emblema.ljubvi.1.avi;https://film.arjlover.net/torrents/chernaja.roza.emblema.pechali.krasnaja.roza.emblema.ljubvi.1.avi.torrent
5854;Чёрная роза - эмблема печали, красная роза - эмблема любви (2/2);1211.509.490;720x540;01:10:42;https://film.arjlover.net/film/chernaja.roza.emblema.pechali.krasnaja.roza.emblema.ljubvi.2.avi;https://film.arjlover.net/torrents/chernaja.roza.emblema.pechali.krasnaja.roza.emblema.ljubvi.2.avi.torrent
5855;Чёрная стрела;780.360.174;640x336;01:25:37;https://film.arjlover.net/film/chernaja.strela.avi;https://film.arjlover.net/torrents/chernaja.strela.avi.torrent
5856;Чёрное солнце 1970г.;1774.655.488;720x368;01:37:04;https://film.arjlover.net/film/chernoe.solnce.1970.avi;https://film.arjlover.net/torrents/chernoe.solnce.1970.avi.torrent
5857;Чёрный бизнес 1965г.;1168.158.720;704x528;01:36:21;https://film.arjlover.net/film/chernyj.biznes.1965.avi;https://film.arjlover.net/torrents/chernyj.biznes.1965.avi.torrent
5858;Чёрный замок Ольшанский (1/2);1009.468.788;720x528;01:03:55;https://film.arjlover.net/film/chernyj.zamok.olshanskij.1.avi;https://film.arjlover.net/torrents/chernyj.zamok.olshanskij.1.avi.torrent
5859;Чёрный замок Ольшанский (2/2);1000.228.864;720x528;01:03:20;https://film.arjlover.net/film/chernyj.zamok.olshanskij.2.avi;https://film.arjlover.net/torrents/chernyj.zamok.olshanskij.2.avi.torrent
5860;Чёрный, как я;781.086.678;720x544;01:00:06;https://film.arjlover.net/film/chernyj.kak.ja.avi;https://film.arjlover.net/torrents/chernyj.kak.ja.avi.torrent
5861;Чёрный капитан;1142.628.352;704x404;01:24:32;https://film.arjlover.net/film/chernyj.kapitan.avi;https://film.arjlover.net/torrents/chernyj.kapitan.avi.torrent
5862;Чёрный квадрат;1635.663.872;720x544;01:55:04;https://film.arjlover.net/film/chernyj.kvadrat.avi;https://film.arjlover.net/torrents/chernyj.kvadrat.avi.torrent
5863;Чёрный монах;1468.635.136;512x384;01:23:07;https://film.arjlover.net/film/chjornyj.monax.avi;https://film.arjlover.net/torrents/chjornyj.monax.avi.torrent
5864;Чёрный треугольник (1/3);777.421.704;720x544;01:03:12;https://film.arjlover.net/film/chernyj.treugolnik.1.avi;https://film.arjlover.net/torrents/chernyj.treugolnik.1.avi.torrent
5865;Чёрный треугольник (2/3);789.320.356;720x544;01:04:11;https://film.arjlover.net/film/chernyj.treugolnik.2.avi;https://film.arjlover.net/torrents/chernyj.treugolnik.2.avi.torrent
5866;Чёрный треугольник (3/3);813.966.542;720x544;01:06:10;https://film.arjlover.net/film/chernyj.treugolnik.3.avi;https://film.arjlover.net/torrents/chernyj.treugolnik.3.avi.torrent
5867;Чёртово колесо 1926г.;392.585.216;512x384;00:40:35;https://film.arjlover.net/film/chertovo.koleso.avi;https://film.arjlover.net/torrents/chertovo.koleso.avi.torrent
5868;Чёрт с портфелем;733.956.096;720x288;01:05:31;https://film.arjlover.net/film/chert.s.portfelem.avi;https://film.arjlover.net/torrents/chert.s.portfelem.avi.torrent
5869;Чисто английское убийство (1/2);1468.770.304;720x544;01:19:42;https://film.arjlover.net/film/chisto.anglijskoe.ubijstvo.1.avi;https://film.arjlover.net/torrents/chisto.anglijskoe.ubijstvo.1.avi.torrent
5870;Чисто английское убийство (2/2);1468.870.656;720x544;01:19:15;https://film.arjlover.net/film/chisto.anglijskoe.ubijstvo.2.avi;https://film.arjlover.net/torrents/chisto.anglijskoe.ubijstvo.2.avi.torrent
5871;Чистое небо (1/2);1381.480.448;720x544;00:52:11;https://film.arjlover.net/film/chistoe.nebo.1.avi;https://film.arjlover.net/torrents/chistoe.nebo.1.avi.torrent
5872;Чистое небо (2/2);1404.569.600;720x544;00:51:40;https://film.arjlover.net/film/chistoe.nebo.2.avi;https://film.arjlover.net/torrents/chistoe.nebo.2.avi.torrent
5873;Чистые пруды;1216.621.760;720x376;01:15:53;https://film.arjlover.net/film/chistye.prudy.avi;https://film.arjlover.net/torrents/chistye.prudy.avi.torrent
5874;Чича;969.445.272;608x464;01:24:02;https://film.arjlover.net/film/chicha.avi;https://film.arjlover.net/torrents/chicha.avi.torrent
5875;Чичерин (1/2);943.827.522;704x528;01:08:31;https://film.arjlover.net/film/chicherin.1.avi;https://film.arjlover.net/torrents/chicherin.1.avi.torrent
5876;Чичерин (2/2);891.553.142;704x528;01:04:42;https://film.arjlover.net/film/chicherin.2.avi;https://film.arjlover.net/torrents/chicherin.2.avi.torrent
5877;Член правительства;1467.594.752;704x528;01:38:45;https://film.arjlover.net/film/chlen.pravitelstva.avi;https://film.arjlover.net/torrents/chlen.pravitelstva.avi.torrent
5878;Чокнутые 1991г.;1430.454.272;720x544;01:30:03;https://film.arjlover.net/film/choknutye.avi;https://film.arjlover.net/torrents/choknutye.avi.torrent
5879;ЧП районного масштаба;1078.513.664;720x304;01:29:21;https://film.arjlover.net/film/chp.rajonnogo.masshtaba.avi;https://film.arjlover.net/torrents/chp.rajonnogo.masshtaba.avi.torrent
5880;ЧП - чрезвычайное происшествие (1/2);1154.236.416;720x544;01:12:54;https://film.arjlover.net/film/chrezvychajnoe.proisshestvie.1.avi;https://film.arjlover.net/torrents/chrezvychajnoe.proisshestvie.1.avi.torrent
5881;ЧП - чрезвычайное происшествие (2/2);1154.160.640;720x544;01:26:51;https://film.arjlover.net/film/chrezvychajnoe.proisshestvie.2.avi;https://film.arjlover.net/torrents/chrezvychajnoe.proisshestvie.2.avi.torrent
5882;Чрезвычайное поручение;1570.363.392;688x512;01:47:36;https://film.arjlover.net/film/chrezvychajnoe.poruchenie.avi;https://film.arjlover.net/torrents/chrezvychajnoe.poruchenie.avi.torrent
5883;Чтобы быть счастливым!;1076.463.866;512x384;01:12:50;https://film.arjlover.net/film/chtoby.byt.schastlivym.avi;https://film.arjlover.net/torrents/chtoby.byt.schastlivym.avi.torrent
5884;Что делать? (1/2);943.212.544;704x432;01:06:37;https://film.arjlover.net/film/chto.delat.1.avi;https://film.arjlover.net/torrents/chto.delat.1.avi.torrent
5885;Что делать? (2/2);1284.126.720;704x432;01:30:42;https://film.arjlover.net/film/chto.delat.2.avi;https://film.arjlover.net/torrents/chto.delat.2.avi.torrent
5886;Что если поесть шпината?;1596.446.720;688x512;01:25:32;https://film.arjlover.net/film/chto.esli.poest.shpinata.avi;https://film.arjlover.net/torrents/chto.esli.poest.shpinata.avi.torrent
5887;Что такое каратэ? 1980г.;295.448.962;712x544;00:18:25;https://film.arjlover.net/film/chto.takoe.karate.1980.avi;https://film.arjlover.net/torrents/chto.takoe.karate.1980.avi.torrent
5888;Что такое теория относительности;252.617.934;708x564;00:19:24;https://film.arjlover.net/film/chto.takoe.teorija.otnositelnosti.avi;https://film.arjlover.net/torrents/chto.takoe.teorija.otnositelnosti.avi.torrent
5889;Что там, в яркой упаковке?;396.869.632;672x512;00:30:17;https://film.arjlover.net/film/chto.tam.v.jarkoj.upakovke.avi;https://film.arjlover.net/torrents/chto.tam.v.jarkoj.upakovke.avi.torrent
5890;Что-то с телефоном;183.123.968;512x384;00:18:29;https://film.arjlover.net/film/chto.to.s.telefonom.avi;https://film.arjlover.net/torrents/chto.to.s.telefonom.avi.torrent
5891;Что тот солдат, что этот 1989г. (1/2);748.663.314;720x544;01:01:17;https://film.arjlover.net/film/chto.tot.soldat.chto.etot.1989.1.avi;https://film.arjlover.net/torrents/chto.tot.soldat.chto.etot.1989.1.avi.torrent
5892;Что тот солдат, что этот 1989г. (2/2);824.260.926;720x544;01:08:40;https://film.arjlover.net/film/chto.tot.soldat.chto.etot.1989.2.avi;https://film.arjlover.net/torrents/chto.tot.soldat.chto.etot.1989.2.avi.torrent
5893;Чувства;926.216.192;704x336;01:24:35;https://film.arjlover.net/film/chuvstva.avi;https://film.arjlover.net/torrents/chuvstva.avi.torrent
5894;Чувствительный милиционер;1468.598.272;608x352;01:51:58;https://film.arjlover.net/film/chuvstvitelnyj.milicioner.avi;https://film.arjlover.net/torrents/chuvstvitelnyj.milicioner.avi.torrent
5895;Чугун;213.354.496;720x544;00:16:21;https://film.arjlover.net/film/chugun.avi;https://film.arjlover.net/torrents/chugun.avi.torrent
5896;Чудаки 1967г.;945.346.560;720x448;01:08:36;https://film.arjlover.net/film/chudaki.1967.avi;https://film.arjlover.net/torrents/chudaki.1967.avi.torrent
5897;Чудаки 1973г.;974.112.768;720x544;01:15:25;https://film.arjlover.net/film/chudaki.1973.avi;https://film.arjlover.net/torrents/chudaki.1973.avi.torrent
5898;Чудаки 1989г. (1/2);1642.052.122;704x528;01:23:07;https://film.arjlover.net/film/chudaki.1989.1.avi;https://film.arjlover.net/torrents/chudaki.1989.1.avi.torrent
5899;Чудаки 1989г. (2/2);1270.878.712;704x528;01:04:23;https://film.arjlover.net/film/chudaki.1989.2.avi;https://film.arjlover.net/torrents/chudaki.1989.2.avi.torrent
5900;Чудак-человек;1253.597.184;720x544;01:03:04;https://film.arjlover.net/film/chudak.chelovek.avi;https://film.arjlover.net/torrents/chudak.chelovek.avi.torrent
5901;Чудесница 1936г.;1174.937.600;704x528;01:15:15;https://film.arjlover.net/film/chudesnica.1936.avi;https://film.arjlover.net/torrents/chudesnica.1936.avi.torrent
5902;Чудесный костюм;518.707.290;720x544;00:39:43;https://film.arjlover.net/film/chudesnyj.kostjum.avi;https://film.arjlover.net/torrents/chudesnyj.kostjum.avi.torrent
5903;Чудо в краю забвения (с субтитрами);1542.899.712;704x528;01:37:25;https://film.arjlover.net/film/chudo.v.kraju.zabvenija.avi;https://film.arjlover.net/torrents/chudo.v.kraju.zabvenija.avi.torrent
5904;Чужая 1978г.;725.081.888;720x336;01:14:24;https://film.arjlover.net/film/chuzhaja.1978.avi;https://film.arjlover.net/torrents/chuzhaja.1978.avi.torrent
5905;Чужая белая и рябой;1571.356.672;704x528;01:34:15;https://film.arjlover.net/film/chuzhaja.belaja.i.rjaboj.avi;https://film.arjlover.net/torrents/chuzhaja.belaja.i.rjaboj.avi.torrent
5906;Чужая жена и муж под кроватью;1132.789.760;720x544;01:03:26;https://film.arjlover.net/film/chuzhaja.zhena.i.muzh.pod.krovatju.avi;https://film.arjlover.net/torrents/chuzhaja.zhena.i.muzh.pod.krovatju.avi.torrent
5907;Чужая родня 1955г.;1324.210.252;720x536;01:33:26;https://film.arjlover.net/film/chuzhaja.rodnja.avi;https://film.arjlover.net/torrents/chuzhaja.rodnja.avi.torrent
5908;Чужие дети;1320.964.002;720x560;01:12:22;https://film.arjlover.net/film/chuzhie.deti.avi;https://film.arjlover.net/torrents/chuzhie.deti.avi.torrent
5909;Чужие письма;1164.645.922;720x544;01:28:27;https://film.arjlover.net/film/chuzhie.pisma.avi;https://film.arjlover.net/torrents/chuzhie.pisma.avi.torrent
5910;Чужое имя;1220.231.168;720x544;01:23:57;https://film.arjlover.net/film/chuzhoe.imja.avi;https://film.arjlover.net/torrents/chuzhoe.imja.avi.torrent
5911;Чужой бумажник;226.190.872;720x544;00:17:01;https://film.arjlover.net/film/chuzhoj.bumazhnik.avi;https://film.arjlover.net/torrents/chuzhoj.bumazhnik.avi.torrent
5912;Чужой случай;782.074.660;704x528;01:08:02;https://film.arjlover.net/film/chuzhoj.sluchaj.avi;https://film.arjlover.net/torrents/chuzhoj.sluchaj.avi.torrent
5913;Шаг;2086.502.400;688x496;01:55:09;https://film.arjlover.net/film/shag.avi;https://film.arjlover.net/torrents/shag.avi.torrent
5914;Шаги императора;914.962.432;544x416;01:12:42;https://film.arjlover.net/film/shagi.imperatora.avi;https://film.arjlover.net/torrents/shagi.imperatora.avi.torrent
5915;Шаги по земле;758.052.864;704x528;00:58:50;https://film.arjlover.net/film/shagi.po.zemle.avi;https://film.arjlover.net/torrents/shagi.po.zemle.avi.torrent
5916;Шаг навстречу (несколько историй весёлых и грустных...);1173.241.856;720x544;01:13:02;https://film.arjlover.net/film/shag.navstrechu.avi;https://film.arjlover.net/torrents/shag.navstrechu.avi.torrent
5917;Шагреневая кожа 1975г. (1/2);1250.840.576;720x544;01:13:31;https://film.arjlover.net/film/shagrenevaja.kozha.1975.1.avi;https://film.arjlover.net/torrents/shagrenevaja.kozha.1975.1.avi.torrent
5918;Шагреневая кожа 1975г. (2/2);950.521.856;720x544;00:59:22;https://film.arjlover.net/film/shagrenevaja.kozha.1975.2.avi;https://film.arjlover.net/torrents/shagrenevaja.kozha.1975.2.avi.torrent
5919;Шамиль. Рай под тенью сабель;731.092.992;640x496;01:15:57;https://film.arjlover.net/film/shamil.1.avi;https://film.arjlover.net/torrents/shamil.1.avi.torrent
5920;Шанс;724.684.138;720x304;01:20:12;https://film.arjlover.net/film/shans.avi;https://film.arjlover.net/torrents/shans.avi.torrent
5921;Шапка 1990г.;1091.520.036;720x544;01:22:50;https://film.arjlover.net/film/shapka.1990.avi;https://film.arjlover.net/torrents/shapka.1990.avi.torrent
5922;Шарады Бродвея (1/2);1089.482.752;672x504;01:21:16;https://film.arjlover.net/film/sharady.brodveja.1.avi;https://film.arjlover.net/torrents/sharady.brodveja.1.avi.torrent
5923;Шарады Бродвея (2/2);1010.587.648;672x504;01:15:22;https://film.arjlover.net/film/sharady.brodveja.2.avi;https://film.arjlover.net/torrents/sharady.brodveja.2.avi.torrent
5924;Шарманка;125.726.606;512x384;00:16:40;https://film.arjlover.net/film/sharmanka.avi;https://film.arjlover.net/torrents/sharmanka.avi.torrent
5925;Шах королеве бриллиантов;1469.575.168;720x384;01:26:30;https://film.arjlover.net/film/shah.koroleve.brilliantov.avi;https://film.arjlover.net/torrents/shah.koroleve.brilliantov.avi.torrent
5926;Шахматная горячка;214.873.944;640x480;00:19:09;https://film.arjlover.net/film/shahmatnaja.gorjachka.avi;https://film.arjlover.net/torrents/shahmatnaja.gorjachka.avi.torrent
5927;Шахтёры 1937г.;1433.819.210;720x544;01:40:48;https://film.arjlover.net/film/shahtery.1937.avi;https://film.arjlover.net/torrents/shahtery.1937.avi.torrent
5928;Шведская спичка;1174.659.072;720x560;00:52:14;https://film.arjlover.net/film/shvedskaja.spichka.avi;https://film.arjlover.net/torrents/shvedskaja.spichka.avi.torrent
5929;Швейк во второй мировой войне (1/2);1187.856.384;704x528;01:05:21;https://film.arjlover.net/film/shvejk.vo.vtoroj.mirovoj.vojne.1.avi;https://film.arjlover.net/torrents/shvejk.vo.vtoroj.mirovoj.vojne.1.avi.torrent
5930;Швейк во второй мировой войне (2/2);1041.700.864;704x528;00:57:18;https://film.arjlover.net/film/shvejk.vo.vtoroj.mirovoj.vojne.2.avi;https://film.arjlover.net/torrents/shvejk.vo.vtoroj.mirovoj.vojne.2.avi.torrent
5931;Швейк готовится к бою;555.124.736;640x480;01:00:35;https://film.arjlover.net/film/shvejk.gotovitsja.k.boju.avi;https://film.arjlover.net/torrents/shvejk.gotovitsja.k.boju.avi.torrent
5932;Шелковица;280.868.864;720x536;00:18:07;https://film.arjlover.net/film/shelkovica.avi;https://film.arjlover.net/torrents/shelkovica.avi.torrent
5933;Шельменко-денщик;1548.724.224;688x368;01:28:55;https://film.arjlover.net/film/shelmenko.denschik.avi;https://film.arjlover.net/torrents/shelmenko.denschik.avi.torrent
5934;Шестая часть мира;1109.782.528;640x480;01:14:07;https://film.arjlover.net/film/shestaja.chast.mira.avi;https://film.arjlover.net/torrents/shestaja.chast.mira.avi.torrent
5935;Шествие золотых зверей;1096.323.072;704x336;01:24:04;https://film.arjlover.net/film/shestvie.zolotyh.zverej.avi;https://film.arjlover.net/torrents/shestvie.zolotyh.zverej.avi.torrent
5936;Шестое июля;1471.023.104;720x304;01:46:12;https://film.arjlover.net/film/shestoe.ijulja.avi;https://film.arjlover.net/torrents/shestoe.ijulja.avi.torrent
5937;Шестой;1148.555.264;720x320;01:19:29;https://film.arjlover.net/film/shestoj.avi;https://film.arjlover.net/torrents/shestoj.avi.torrent
5938;Шестьдесят беглецов;704.962.974;720x540;01:23:47;https://film.arjlover.net/film/shestdesjat.beglecov.avi;https://film.arjlover.net/torrents/shestdesjat.beglecov.avi.torrent
5939;Шестьдесят дней;943.302.656;672x496;01:08:50;https://film.arjlover.net/film/shestdesjat.dnej.avi;https://film.arjlover.net/torrents/shestdesjat.dnej.avi.torrent
5940;Шесть старых дев и один мужчина;1109.878.486;704x464;01:30:13;https://film.arjlover.net/film/shest.staryh.dev.i.odin.muzhchina.avi;https://film.arjlover.net/torrents/shest.staryh.dev.i.odin.muzhchina.avi.torrent
5941;Шинель 1926 г.;1012.524.602;704x528;01:03:27;https://film.arjlover.net/film/shinel.1926.avi;https://film.arjlover.net/torrents/shinel.1926.avi.torrent
5942;Шинель 1959г.;1227.196.416;720x544;01:10:37;https://film.arjlover.net/film/shinel.1959.avi;https://film.arjlover.net/torrents/shinel.1959.avi.torrent
5943;Ширли-мырли;1998.120.960;708x512;02:15:15;https://film.arjlover.net/film/shirli.myrli.avi;https://film.arjlover.net/torrents/shirli.myrli.avi.torrent
5944;Школа злословия 1952г. (1/2);836.184.064;672x504;01:24:00;https://film.arjlover.net/film/shkola.zloslovija.1.avi;https://film.arjlover.net/torrents/shkola.zloslovija.1.avi.torrent
5945;Школа злословия 1952г. (2/2);694.353.920;672x504;01:08:13;https://film.arjlover.net/film/shkola.zloslovija.2.avi;https://film.arjlover.net/torrents/shkola.zloslovija.2.avi.torrent
5946;Школа скандала (1/2);1025.335.296;704x400;01:19:27;https://film.arjlover.net/film/shkola.skandala.1.avi;https://film.arjlover.net/torrents/shkola.skandala.1.avi.torrent
5947;Школа скандала (2/2);886.343.680;704x400;01:08:39;https://film.arjlover.net/film/shkola.skandala.2.avi;https://film.arjlover.net/torrents/shkola.skandala.2.avi.torrent
5948;Шкурник;1288.167.672;720x560;01:15:56;https://film.arjlover.net/film/shkurnik.avi;https://film.arjlover.net/torrents/shkurnik.avi.torrent
5949;Шли солдаты;1210.824.704;640x480;01:21:10;https://film.arjlover.net/film/shli.soldaty.avi;https://film.arjlover.net/torrents/shli.soldaty.avi.torrent
5950;Шляпа;1257.265.152;720x384;01:26:46;https://film.arjlover.net/film/shljapa.avi;https://film.arjlover.net/torrents/shljapa.avi.torrent
5951;Шляхтич Завальня, или Беларусь в фантастических рассказах;1128.081.408;704x528;01:27:30;https://film.arjlover.net/film/shljahtich.zavalnja.avi;https://film.arjlover.net/torrents/shljahtich.zavalnja.avi.torrent
5952;Шостакович. Сатиры;175.072.770;720x576;00:20:32;https://film.arjlover.net/film/shostakovich.satiry.avi;https://film.arjlover.net/torrents/shostakovich.satiry.avi.torrent
5953;Шоферская баллада;571.809.792;656x496;00:39:25;https://film.arjlover.net/film/shoferskaja.ballada.avi;https://film.arjlover.net/torrents/shoferskaja.ballada.avi.torrent
5954;Шофёр на один рейс (1/2);1398.685.696;720x544;01:07:05;https://film.arjlover.net/film/shofer.na.odin.rejs.1.avi;https://film.arjlover.net/torrents/shofer.na.odin.rejs.1.avi.torrent
5955;Шофёр на один рейс (2/2);1435.983.872;720x544;01:08:51;https://film.arjlover.net/film/shofer.na.odin.rejs.2.avi;https://film.arjlover.net/torrents/shofer.na.odin.rejs.2.avi.torrent
5956;Шофёр поневоле;1467.598.848;672x496;01:27:37;https://film.arjlover.net/film/shofer.ponevole.avi;https://film.arjlover.net/torrents/shofer.ponevole.avi.torrent
5957;Шрам. Покушение на Пиночета (Cicatriz);1463.941.120;720x544;01:25:17;https://film.arjlover.net/film/shram.pokushenie.na.pinocheta.avi;https://film.arjlover.net/torrents/shram.pokushenie.na.pinocheta.avi.torrent
5958;Штаны 1989г.;1342.556.160;720x544;01:25:44;https://film.arjlover.net/film/shtany.avi;https://film.arjlover.net/torrents/shtany.avi.torrent
5959;Шторм 1957г.;784.726.916;720x544;01:35:33;https://film.arjlover.net/film/shtorm.avi;https://film.arjlover.net/torrents/shtorm.avi.torrent
5960;Шторм 1972г.;1926.010.162;704x464;02:06:00;https://film.arjlover.net/film/shtorm.1972.avi;https://film.arjlover.net/torrents/shtorm.1972.avi.torrent
5961;Шторм 1972г. Эпизод с Фаиной Раневской;102.083.490;688x528;00:10:59;https://film.arjlover.net/film/shtorm.1972.epizod.s.ranevskoj.avi;https://film.arjlover.net/torrents/shtorm.1972.epizod.s.ranevskoj.avi.torrent
5962;Штрафной удар;1311.401.076;720x544;01:27:21;https://film.arjlover.net/film/shtrafnoj.udar.avi;https://film.arjlover.net/torrents/shtrafnoj.udar.avi.torrent
5963;Штрихи к портрету 1967г. (1/4). Поимённое голосование;1165.019.594;720x544;01:03:03;https://film.arjlover.net/film/shtrihi.k.portretu.1967.1.poimennoe.golosovanie.avi;https://film.arjlover.net/torrents/shtrihi.k.portretu.1967.1.poimennoe.golosovanie.avi.torrent
5964;Штрихи к портрету 1967г. (2/4). Полтора часа в кабинете Ленина;1165.980.682;720x544;01:05:11;https://film.arjlover.net/film/shtrihi.k.portretu.1967.2.poltora.chasa.v.kabinete.lenina.avi;https://film.arjlover.net/torrents/shtrihi.k.portretu.1967.2.poltora.chasa.v.kabinete.lenina.avi.torrent
5965;Штрихи к портрету 1967г. (3/4). Воздух Совнаркома;1034.289.210;720x544;00:54:26;https://film.arjlover.net/film/shtrihi.k.portretu.1967.3.vozduh.sovnarkoma.avi;https://film.arjlover.net/torrents/shtrihi.k.portretu.1967.3.vozduh.sovnarkoma.avi.torrent
5966;Штрихи к портрету 1967г. (4/4). Коммуна ВХУТЕМАС;1036.102.660;720x544;00:55:30;https://film.arjlover.net/film/shtrihi.k.portretu.1967.4.kommuna.vhutemas.avi;https://film.arjlover.net/torrents/shtrihi.k.portretu.1967.4.kommuna.vhutemas.avi.torrent
5967;Штурм Кёнигсберга;441.174.016;640x480;00:45:49;https://film.arjlover.net/film/shturm.kenigsberga.avi;https://film.arjlover.net/torrents/shturm.kenigsberga.avi.torrent
5968;Шукшин 1999г.;754.041.444;704x528;00:52:01;https://film.arjlover.net/film/shukshin.1999.avi;https://film.arjlover.net/torrents/shukshin.1999.avi.torrent
5969;Шукшинские рассказы (1/6). Гена Пройдисвет;787.077.120;720x400;00:50:29;https://film.arjlover.net/film/shukshinskie.rasskazy.1.gena.projdisvet.avi;https://film.arjlover.net/torrents/shukshinskie.rasskazy.1.gena.projdisvet.avi.torrent
5970;Шукшинские рассказы (2/6). Бессовестные;787.021.824;720x400;00:50:29;https://film.arjlover.net/film/shukshinskie.rasskazy.2.bessovestnye.avi;https://film.arjlover.net/torrents/shukshinskie.rasskazy.2.bessovestnye.avi.torrent
5971;Шукшинские рассказы (3/6). Другая жизнь;787.081.216;720x400;00:50:29;https://film.arjlover.net/film/shukshinskie.rasskazy.3.drugaja.zhizn.avi;https://film.arjlover.net/torrents/shukshinskie.rasskazy.3.drugaja.zhizn.avi.torrent
5972;Шукшинские рассказы (4/6). Ораторский приём;789.723.136;720x400;00:50:39;https://film.arjlover.net/film/shukshinskie.rasskazy.4.oratorskij.priem.avi;https://film.arjlover.net/torrents/shukshinskie.rasskazy.4.oratorskij.priem.avi.torrent
5973;Шукшинские рассказы (5/6). Самородок;786.919.424;720x400;00:50:27;https://film.arjlover.net/film/shukshinskie.rasskazy.5.samorodok.avi;https://film.arjlover.net/torrents/shukshinskie.rasskazy.5.samorodok.avi.torrent
5974;Шукшинские рассказы (6/6). Вянет-пропадает;787.097.600;720x400;00:50:29;https://film.arjlover.net/film/shukshinskie.rasskazy.6.vjanet.propadaet.avi;https://film.arjlover.net/torrents/shukshinskie.rasskazy.6.vjanet.propadaet.avi.torrent
5975;Шуми, городок;1449.570.966;720x576;01:11:46;https://film.arjlover.net/film/shumi.gorodok.avi;https://film.arjlover.net/torrents/shumi.gorodok.avi.torrent
